,electrode,frequencies,group,psd,state,subj
34,Oz,17.982439024390246,novice,7.05124767801395,VD,02
35,Oz,18.481951219512194,novice,7.036545286273414,VD,02
36,Oz,18.981463414634145,novice,6.914017116399291,VD,02
37,Oz,19.480975609756097,novice,6.998028584958343,VD,02
38,Oz,19.98048780487805,novice,6.8588836751489435,VD,02
39,Oz,20.48,novice,6.810081976648705,VD,02
40,Oz,20.979512195121952,novice,6.874585487016438,VD,02
41,Oz,21.479024390243904,novice,6.831530353108422,VD,02
42,Oz,21.978536585365852,novice,6.874342509685581,VD,02
43,Oz,22.478048780487804,novice,6.863158141554698,VD,02
44,Oz,22.977560975609755,novice,6.842789557319167,VD,02
45,Oz,23.477073170731707,novice,6.6258010328511485,VD,02
46,Oz,23.97658536585366,novice,6.690801209023469,VD,02
47,Oz,24.47609756097561,novice,6.6062458571100136,VD,02
48,Oz,24.975609756097562,novice,6.616475437649739,VD,02
49,Oz,25.475121951219514,novice,6.5065545490269185,VD,02
50,Oz,25.974634146341465,novice,6.524281391335508,VD,02
51,Oz,26.474146341463413,novice,6.455252394151399,VD,02
52,Oz,26.973658536585365,novice,6.4375469553264875,VD,02
53,Oz,27.473170731707317,novice,6.398447781599068,VD,02
54,Oz,27.97268292682927,novice,6.396415821973126,VD,02
55,Oz,28.47219512195122,novice,6.3168046796767126,VD,02
56,Oz,28.97170731707317,novice,6.43515628547009,VD,02
57,Oz,29.471219512195123,novice,6.356838201398888,VD,02
58,Oz,29.97073170731707,novice,6.348947496151915,VD,02
59,Oz,30.470243902439023,novice,6.263141647855904,VD,02
60,Oz,30.969756097560975,novice,6.184265484950576,VD,02
61,Oz,31.469268292682926,novice,6.021927090215744,VD,02
62,Oz,31.968780487804878,novice,5.9161821203702525,VD,02
63,Oz,32.46829268292683,novice,5.768496108617471,VD,02
64,Oz,32.96780487804878,novice,5.8497958864980815,VD,02
65,Oz,33.46731707317073,novice,5.6643316937140415,VD,02
66,Oz,33.966829268292685,novice,5.605613494686132,VD,02
67,Oz,34.466341463414636,novice,5.682730339691393,VD,02
68,Oz,34.96585365853659,novice,5.535957218563926,VD,02
69,Oz,35.46536585365854,novice,5.516960071206743,VD,02
70,Oz,35.96487804878049,novice,5.617257135333087,VD,02
71,Oz,36.464390243902436,novice,5.5294648527640256,VD,02
72,Oz,36.96390243902439,novice,5.354711353331463,VD,02
73,Oz,37.46341463414634,novice,5.246333832745251,VD,02
74,Oz,37.96292682926829,novice,5.185914706613506,VD,02
75,Oz,38.46243902439024,novice,5.2055295406742115,VD,02
76,Oz,38.961951219512194,novice,5.183459501365655,VD,02
77,Oz,39.461463414634146,novice,5.103569809742252,VD,02
78,Oz,39.9609756097561,novice,5.054009741657936,VD,02
79,Oz,40.46048780487805,novice,5.120409573361515,VD,02
80,Oz,40.96,novice,5.121126507866034,VD,02
81,Oz,41.45951219512195,novice,5.072741006344889,VD,02
82,Oz,41.959024390243904,novice,4.943783852845857,VD,02
83,Oz,42.458536585365856,novice,4.987257823865295,VD,02
84,Oz,42.95804878048781,novice,5.085717441438485,VD,02
85,Oz,43.45756097560976,novice,5.044701887370639,VD,02
86,Oz,43.957073170731704,novice,4.887674131652954,VD,02
87,Oz,44.456585365853655,novice,4.904118595336558,VD,02
88,Oz,44.95609756097561,novice,4.948093549959013,VD,02
89,Oz,45.45560975609756,novice,4.956614802969369,VD,02
90,Oz,45.95512195121951,novice,4.800537307355284,VD,02
91,Oz,46.45463414634146,novice,4.807408711865407,VD,02
92,Oz,46.954146341463414,novice,4.9517508508423695,VD,02
93,Oz,47.453658536585365,novice,5.059152802556584,VD,02
94,Oz,47.95317073170732,novice,4.597445026213256,VD,02
95,Oz,48.45268292682927,novice,4.028711735945846,VD,02
96,Oz,48.95219512195122,novice,3.6321559580837355,VD,02
97,Oz,49.45170731707317,novice,3.668304030781162,VD,02
98,Oz,49.951219512195124,novice,3.612217962235021,VD,02
99,Oz,50.450731707317075,novice,3.471572456455954,VD,02
100,Oz,50.95024390243903,novice,3.1891463410917433,VD,02
101,Oz,51.44975609756098,novice,3.2861008455657803,VD,02
102,Oz,51.94926829268293,novice,3.8591373434163634,VD,02
103,Oz,52.448780487804875,novice,4.243656123093086,VD,02
104,Oz,52.94829268292683,novice,4.190367366405729,VD,02
105,Oz,53.44780487804878,novice,4.092349177853395,VD,02
106,Oz,53.94731707317073,novice,4.057890188814739,VD,02
107,Oz,54.44682926829268,novice,4.093308675172578,VD,02
108,Oz,54.94634146341463,novice,4.0693359462169845,VD,02
109,Oz,55.445853658536585,novice,4.059754433210734,VD,02
110,Oz,55.94536585365854,novice,4.072728766009637,VD,02
111,Oz,56.44487804878049,novice,4.214361652263523,VD,02
112,Oz,56.94439024390244,novice,4.204663269888657,VD,02
113,Oz,57.44390243902439,novice,4.190363899823143,VD,02
114,Oz,57.94341463414634,novice,4.142380209641708,VD,02
115,Oz,58.442926829268295,novice,4.667781844613765,VD,02
116,Oz,58.94243902439025,novice,4.741097958826689,VD,02
117,Oz,59.4419512195122,novice,4.791173118377543,VD,02
118,Oz,59.94146341463414,novice,4.640433479669162,VD,02
119,Oz,60.440975609756094,novice,4.635950192221152,VD,02
120,Oz,60.940487804878046,novice,4.7427350670261585,VD,02
121,Oz,61.44,novice,4.446996984308366,VD,02
122,Oz,61.93951219512195,novice,4.1373802358604,VD,02
123,Oz,62.4390243902439,novice,3.92977079673076,VD,02
124,Oz,62.93853658536585,novice,3.7529164914669257,VD,02
125,Oz,63.438048780487804,novice,3.729856477694139,VD,02
126,Oz,63.937560975609756,novice,3.714112129784979,VD,02
127,Oz,64.43707317073171,novice,3.707940275417785,VD,02
128,Oz,64.93658536585366,novice,3.625328890141067,VD,02
129,Oz,65.43609756097561,novice,3.4509576215302653,VD,02
130,Oz,65.93560975609756,novice,3.4046552809846586,VD,02
131,Oz,66.43512195121951,novice,3.4262438089764533,VD,02
132,Oz,66.93463414634147,novice,3.5153817478667486,VD,02
133,Oz,67.43414634146342,novice,3.5163275409670276,VD,02
134,Oz,67.93365853658537,novice,3.407513513408163,VD,02
135,Oz,68.43317073170732,novice,3.492276820520584,VD,02
136,Oz,68.93268292682927,novice,3.563420716486236,VD,02
137,Oz,69.43219512195122,novice,3.483028124172858,VD,02
138,Oz,69.93170731707318,novice,3.568570962077638,VD,02
139,Oz,70.43121951219513,novice,3.4578631172005627,VD,02
140,Oz,70.93073170731708,novice,3.4451967296197856,VD,02
141,Oz,71.43024390243903,novice,3.4026036475606523,VD,02
142,Oz,71.92975609756098,novice,3.3086280080772825,VD,02
143,Oz,72.42926829268292,novice,3.1991183900848363,VD,02
144,Oz,72.92878048780487,novice,3.226098413198609,VD,02
145,Oz,73.42829268292682,novice,3.3348523087047157,VD,02
146,Oz,73.92780487804878,novice,3.3049607998982644,VD,02
147,Oz,74.42731707317073,novice,3.273551377964772,VD,02
148,Oz,74.92682926829268,novice,3.204121160048525,VD,02
149,Oz,75.42634146341463,novice,3.1685740175227233,VD,02
150,Oz,75.92585365853658,novice,3.0452438079415645,VD,02
151,Oz,76.42536585365853,novice,2.9838251851820026,VD,02
152,Oz,76.92487804878049,novice,2.8800338322243806,VD,02
153,Oz,77.42439024390244,novice,2.8655163808317075,VD,02
154,Oz,77.92390243902439,novice,2.880374169410498,VD,02
155,Oz,78.42341463414634,novice,2.9011980484029065,VD,02
156,Oz,78.92292682926829,novice,2.912179381687663,VD,02
157,Oz,79.42243902439024,novice,3.0304232069044943,VD,02
158,Oz,79.9219512195122,novice,2.961513363812754,VD,02
159,Oz,80.42146341463415,novice,2.9135409422000285,VD,02
160,Oz,80.9209756097561,novice,2.830117808751085,VD,02
161,Oz,81.42048780487805,novice,2.6810400327222523,VD,02
162,Oz,81.92,novice,2.7061154588121488,VD,02
163,Oz,82.41951219512195,novice,2.730728089519339,VD,02
164,Oz,82.9190243902439,novice,2.587754869491424,VD,02
165,Oz,83.41853658536586,novice,2.4031547019239357,VD,02
166,Oz,83.91804878048781,novice,2.352476014999113,VD,02
167,Oz,84.41756097560976,novice,2.354535451370293,VD,02
168,Oz,84.91707317073171,novice,2.282876520620764,VD,02
169,Oz,85.41658536585366,novice,2.134687363979622,VD,02
170,Oz,85.91609756097562,novice,2.0437157897010367,VD,02
171,Oz,86.41560975609757,novice,2.138202755373896,VD,02
172,Oz,86.91512195121952,novice,2.010422083377852,VD,02
173,Oz,87.41463414634147,novice,2.014480018385689,VD,02
174,Oz,87.91414634146341,novice,1.94048744690856,VD,02
175,Oz,88.41365853658536,novice,1.8761718090730362,VD,02
176,Oz,88.91317073170731,novice,1.7844518930050792,VD,02
177,Oz,89.41268292682926,novice,1.7006740909582914,VD,02
178,Oz,89.91219512195121,novice,1.5655030777107635,VD,02
179,Oz,90.41170731707317,novice,1.4499188318505098,VD,02
180,Oz,90.91121951219512,novice,1.607817844851115,VD,02
181,Oz,91.41073170731707,novice,1.5090355355923815,VD,02
182,Oz,91.91024390243902,novice,1.5119445799904874,VD,02
183,Oz,92.40975609756097,novice,1.4680837962894675,VD,02
184,Oz,92.90926829268292,novice,1.3882578540098023,VD,02
185,Oz,93.40878048780488,novice,1.4405018837225083,VD,02
186,Oz,93.90829268292683,novice,1.4238620413306056,VD,02
187,Oz,94.40780487804878,novice,1.182754617979091,VD,02
188,Oz,94.90731707317073,novice,1.1403726810693997,VD,02
189,Oz,95.40682926829268,novice,1.0317431219302278,VD,02
190,Oz,95.90634146341463,novice,1.0874458722873255,VD,02
191,Oz,96.40585365853659,novice,1.1041918559975015,VD,02
192,Oz,96.90536585365854,novice,1.0150011242721015,VD,02
193,Oz,97.40487804878049,novice,0.9879117174567678,VD,02
194,Oz,97.90439024390244,novice,0.9645204669650815,VD,02
195,Oz,98.40390243902439,novice,0.8551501323545809,VD,02
196,Oz,98.90341463414634,novice,0.9333227297066504,VD,02
197,Oz,99.4029268292683,novice,0.847394876500541,VD,02
198,Oz,99.90243902439025,novice,0.8952514738343241,VD,02
199,Oz,0.9990243902439024,novice,17.372071577304638,FA,02
200,Oz,1.4985365853658537,novice,16.714942772628415,FA,02
201,Oz,1.9980487804878049,novice,16.865364445644452,FA,02
202,Oz,2.497560975609756,novice,16.340252448262554,FA,02
203,Oz,2.9970731707317073,novice,15.00942069578845,FA,02
204,Oz,3.4965853658536585,novice,13.872986074916941,FA,02
205,Oz,3.9960975609756098,novice,13.201408816197574,FA,02
206,Oz,4.495609756097561,novice,12.481158746948038,FA,02
207,Oz,4.995121951219512,novice,11.744733458753593,FA,02
208,Oz,5.494634146341463,novice,11.425971474641107,FA,02
209,Oz,5.994146341463415,novice,11.329424710984252,FA,02
210,Oz,6.493658536585366,novice,11.646693727504454,FA,02
211,Oz,6.993170731707317,novice,12.373231203629288,FA,02
212,Oz,7.492682926829268,novice,13.541266959508345,FA,02
213,Oz,7.9921951219512195,novice,15.052501600532205,FA,02
214,Oz,8.491707317073171,novice,16.873098212933847,FA,02
215,Oz,8.991219512195123,novice,18.27769480299381,FA,02
216,Oz,9.490731707317073,novice,18.800789727102632,FA,02
217,Oz,9.990243902439024,novice,18.97441517763426,FA,02
218,Oz,10.489756097560976,novice,18.888649761469424,FA,02
219,Oz,10.989268292682926,novice,18.69733074272992,FA,02
220,Oz,11.488780487804878,novice,18.21984243246334,FA,02
221,Oz,11.98829268292683,novice,17.135868972211156,FA,02
222,Oz,12.487804878048781,novice,15.219687107852117,FA,02
223,Oz,12.987317073170733,novice,12.985795442826573,FA,02
224,Oz,13.486829268292682,novice,11.269226503269836,FA,02
225,Oz,13.986341463414634,novice,10.222275623410388,FA,02
226,Oz,14.485853658536586,novice,9.368086913978143,FA,02
227,Oz,14.985365853658536,novice,8.72633706449691,FA,02
228,Oz,15.484878048780487,novice,8.385395917352282,FA,02
229,Oz,15.984390243902439,novice,8.018332614278203,FA,02
230,Oz,16.48390243902439,novice,7.796709435239064,FA,02
231,Oz,16.983414634146342,novice,7.50494796406611,FA,02
232,Oz,17.482926829268294,novice,7.452210499494507,FA,02
233,Oz,17.982439024390246,novice,7.411585559112908,FA,02
234,Oz,18.481951219512194,novice,7.3547333861614606,FA,02
235,Oz,18.981463414634145,novice,7.449695453032304,FA,02
236,Oz,19.480975609756097,novice,7.513447514792025,FA,02
237,Oz,19.98048780487805,novice,7.614246488552077,FA,02
238,Oz,20.48,novice,7.586875293060711,FA,02
239,Oz,20.979512195121952,novice,7.353676760235485,FA,02
240,Oz,21.479024390243904,novice,7.205544168539934,FA,02
241,Oz,21.978536585365852,novice,7.078173534800416,FA,02
242,Oz,22.478048780487804,novice,6.851938907045865,FA,02
243,Oz,22.977560975609755,novice,6.58733835481951,FA,02
244,Oz,23.477073170731707,novice,6.399829410190429,FA,02
245,Oz,23.97658536585366,novice,6.070871238468966,FA,02
246,Oz,24.47609756097561,novice,5.978087601646688,FA,02
247,Oz,24.975609756097562,novice,5.824833487408052,FA,02
248,Oz,25.475121951219514,novice,5.997576214220162,FA,02
249,Oz,25.974634146341465,novice,6.105212148556539,FA,02
250,Oz,26.474146341463413,novice,6.015953294061226,FA,02
251,Oz,26.973658536585365,novice,5.940812760808482,FA,02
252,Oz,27.473170731707317,novice,5.981197972584291,FA,02
253,Oz,27.97268292682927,novice,5.931763431323505,FA,02
254,Oz,28.47219512195122,novice,6.011876668335471,FA,02
255,Oz,28.97170731707317,novice,6.091823069348852,FA,02
256,Oz,29.471219512195123,novice,6.011472528413757,FA,02
257,Oz,29.97073170731707,novice,5.867441923156356,FA,02
258,Oz,30.470243902439023,novice,5.888572220130954,FA,02
259,Oz,30.969756097560975,novice,5.660021756482033,FA,02
260,Oz,31.469268292682926,novice,5.596269451692823,FA,02
261,Oz,31.968780487804878,novice,5.465589934447321,FA,02
262,Oz,32.46829268292683,novice,5.441360016482395,FA,02
263,Oz,32.96780487804878,novice,5.375399828826146,FA,02
264,Oz,33.46731707317073,novice,5.229211794454952,FA,02
265,Oz,33.966829268292685,novice,5.052881132409172,FA,02
266,Oz,34.466341463414636,novice,4.998564505645674,FA,02
267,Oz,34.96585365853659,novice,4.9479795393701735,FA,02
268,Oz,35.46536585365854,novice,4.822240381814336,FA,02
269,Oz,35.96487804878049,novice,4.698764657894583,FA,02
270,Oz,36.464390243902436,novice,4.70048132065523,FA,02
271,Oz,36.96390243902439,novice,4.700525944731439,FA,02
272,Oz,37.46341463414634,novice,4.683393951241576,FA,02
273,Oz,37.96292682926829,novice,4.614629465832688,FA,02
274,Oz,38.46243902439024,novice,4.6689933899764995,FA,02
275,Oz,38.961951219512194,novice,4.581509832595083,FA,02
276,Oz,39.461463414634146,novice,4.558071631403832,FA,02
277,Oz,39.9609756097561,novice,4.5233919629363015,FA,02
278,Oz,40.46048780487805,novice,4.478789594482901,FA,02
279,Oz,40.96,novice,4.273807203563653,FA,02
280,Oz,41.45951219512195,novice,4.18960872496638,FA,02
281,Oz,41.959024390243904,novice,4.053296631360484,FA,02
282,Oz,42.458536585365856,novice,4.1142465940252855,FA,02
283,Oz,42.95804878048781,novice,4.261978339372262,FA,02
284,Oz,43.45756097560976,novice,4.239984917605141,FA,02
285,Oz,43.957073170731704,novice,4.094959415822663,FA,02
286,Oz,44.456585365853655,novice,4.113154934088769,FA,02
287,Oz,44.95609756097561,novice,4.16818991770608,FA,02
288,Oz,45.45560975609756,novice,4.129013506333248,FA,02
289,Oz,45.95512195121951,novice,4.046251609648976,FA,02
290,Oz,46.45463414634146,novice,3.8868039364260216,FA,02
291,Oz,46.954146341463414,novice,3.9793003245668936,FA,02
292,Oz,47.453658536585365,novice,3.94486517337364,FA,02
293,Oz,47.95317073170732,novice,3.6976369935587554,FA,02
294,Oz,48.45268292682927,novice,3.095578871772241,FA,02
295,Oz,48.95219512195122,novice,2.8431332340648523,FA,02
296,Oz,49.45170731707317,novice,2.7834799232177083,FA,02
297,Oz,49.951219512195124,novice,2.554204623281136,FA,02
298,Oz,50.450731707317075,novice,2.412985820707667,FA,02
299,Oz,50.95024390243903,novice,2.266835651655322,FA,02
300,Oz,51.44975609756098,novice,2.431257050412618,FA,02
301,Oz,51.94926829268293,novice,2.9579656657414515,FA,02
302,Oz,52.448780487804875,novice,3.3072979745056283,FA,02
303,Oz,52.94829268292683,novice,3.279229143356159,FA,02
304,Oz,53.44780487804878,novice,3.350374221406927,FA,02
305,Oz,53.94731707317073,novice,3.2577658832031267,FA,02
306,Oz,54.44682926829268,novice,3.2699600531034045,FA,02
307,Oz,54.94634146341463,novice,3.1867869746853246,FA,02
308,Oz,55.445853658536585,novice,3.0766165663154705,FA,02
309,Oz,55.94536585365854,novice,3.12946993929105,FA,02
310,Oz,56.44487804878049,novice,3.18553805192515,FA,02
311,Oz,56.94439024390244,novice,3.2406930918996437,FA,02
312,Oz,57.44390243902439,novice,3.174610184720752,FA,02
313,Oz,57.94341463414634,novice,3.2911080058860556,FA,02
314,Oz,58.442926829268295,novice,3.9984542386303303,FA,02
315,Oz,58.94243902439025,novice,3.9718492083026673,FA,02
316,Oz,59.4419512195122,novice,4.00236038881535,FA,02
317,Oz,59.94146341463414,novice,3.988108518634583,FA,02
318,Oz,60.440975609756094,novice,3.810635807620622,FA,02
319,Oz,60.940487804878046,novice,3.7222427045001627,FA,02
320,Oz,61.44,novice,3.56839087191453,FA,02
321,Oz,61.93951219512195,novice,2.947964988409335,FA,02
322,Oz,62.4390243902439,novice,2.538483820612603,FA,02
323,Oz,62.93853658536585,novice,2.4797556751346432,FA,02
324,Oz,63.438048780487804,novice,2.3296833156858368,FA,02
325,Oz,63.937560975609756,novice,2.3555786576231523,FA,02
326,Oz,64.43707317073171,novice,2.2406210788803036,FA,02
327,Oz,64.93658536585366,novice,2.3437065071844763,FA,02
328,Oz,65.43609756097561,novice,2.3373739237015396,FA,02
329,Oz,65.93560975609756,novice,2.332461042684844,FA,02
330,Oz,66.43512195121951,novice,2.298019067387858,FA,02
331,Oz,66.93463414634147,novice,2.3076084171814837,FA,02
332,Oz,67.43414634146342,novice,2.227900797282965,FA,02
333,Oz,67.93365853658537,novice,2.2938387529023756,FA,02
334,Oz,68.43317073170732,novice,2.2758015176407276,FA,02
335,Oz,68.93268292682927,novice,2.1753085128068577,FA,02
336,Oz,69.43219512195122,novice,2.193870902025249,FA,02
337,Oz,69.93170731707318,novice,2.1272062730142456,FA,02
338,Oz,70.43121951219513,novice,2.1182453831022126,FA,02
339,Oz,70.93073170731708,novice,2.075377161038535,FA,02
340,Oz,71.43024390243903,novice,2.0548931457267754,FA,02
341,Oz,71.92975609756098,novice,2.075010146278928,FA,02
342,Oz,72.42926829268292,novice,1.9956912868762515,FA,02
343,Oz,72.92878048780487,novice,2.047153313681572,FA,02
344,Oz,73.42829268292682,novice,1.9528810821096612,FA,02
345,Oz,73.92780487804878,novice,2.0489522489314957,FA,02
346,Oz,74.42731707317073,novice,2.046927835148902,FA,02
347,Oz,74.92682926829268,novice,2.0106807718497626,FA,02
348,Oz,75.42634146341463,novice,1.9361154125891458,FA,02
349,Oz,75.92585365853658,novice,1.9912250454166656,FA,02
350,Oz,76.42536585365853,novice,1.9120517943983035,FA,02
351,Oz,76.92487804878049,novice,1.8606741147971557,FA,02
352,Oz,77.42439024390244,novice,1.7469591430186622,FA,02
353,Oz,77.92390243902439,novice,1.8377055038533907,FA,02
354,Oz,78.42341463414634,novice,1.7762251943400913,FA,02
355,Oz,78.92292682926829,novice,1.7686591147604647,FA,02
356,Oz,79.42243902439024,novice,1.6484251599762079,FA,02
357,Oz,79.9219512195122,novice,1.489827187551788,FA,02
358,Oz,80.42146341463415,novice,1.4980180697443202,FA,02
359,Oz,80.9209756097561,novice,1.382227365577041,FA,02
360,Oz,81.42048780487805,novice,1.2912665154214746,FA,02
361,Oz,81.92,novice,1.2341339641353115,FA,02
362,Oz,82.41951219512195,novice,1.1722422101712107,FA,02
363,Oz,82.9190243902439,novice,1.1936236370409183,FA,02
364,Oz,83.41853658536586,novice,1.14814145694702,FA,02
365,Oz,83.91804878048781,novice,1.1012690508426375,FA,02
366,Oz,84.41756097560976,novice,1.0943872490102566,FA,02
367,Oz,84.91707317073171,novice,0.8205083271067046,FA,02
368,Oz,85.41658536585366,novice,0.8279587095403829,FA,02
369,Oz,85.91609756097562,novice,0.8486877524357372,FA,02
370,Oz,86.41560975609757,novice,0.7831775042176372,FA,02
371,Oz,86.91512195121952,novice,0.825093942293655,FA,02
372,Oz,87.41463414634147,novice,0.6903758481918694,FA,02
373,Oz,87.91414634146341,novice,0.49377260763642117,FA,02
374,Oz,88.41365853658536,novice,0.43609324840323643,FA,02
375,Oz,88.91317073170731,novice,0.6022513176067342,FA,02
376,Oz,89.41268292682926,novice,0.42556005218591536,FA,02
377,Oz,89.91219512195121,novice,0.3178168170610551,FA,02
378,Oz,90.41170731707317,novice,0.26009127060491266,FA,02
379,Oz,90.91121951219512,novice,0.1812328429593552,FA,02
380,Oz,91.41073170731707,novice,0.33993467161742397,FA,02
381,Oz,91.91024390243902,novice,0.6002358001790488,FA,02
382,Oz,92.40975609756097,novice,0.4976390163446096,FA,02
383,Oz,92.90926829268292,novice,0.42364293299954014,FA,02
384,Oz,93.40878048780488,novice,0.3703401761544851,FA,02
385,Oz,93.90829268292683,novice,0.23901079100675998,FA,02
386,Oz,94.40780487804878,novice,0.15259763335236984,FA,02
387,Oz,94.90731707317073,novice,0.15706445019467263,FA,02
388,Oz,95.40682926829268,novice,-0.014306644511131771,FA,02
389,Oz,95.90634146341463,novice,-0.15589961265769128,FA,02
390,Oz,96.40585365853659,novice,-0.35590262379570037,FA,02
391,Oz,96.90536585365854,novice,-0.39523995496668907,FA,02
392,Oz,97.40487804878049,novice,-0.41865249626001294,FA,02
393,Oz,97.90439024390244,novice,-0.3046623794119214,FA,02
394,Oz,98.40390243902439,novice,-0.3837825506161542,FA,02
395,Oz,98.90341463414634,novice,-0.4139676540673842,FA,02
396,Oz,99.4029268292683,novice,-0.48849233405220494,FA,02
397,Oz,99.90243902439025,novice,-0.5460743675665949,FA,02
398,Oz,0.9990243902439024,novice,19.758071786703837,OP,02
399,Oz,1.4985365853658537,novice,18.893872968029182,OP,02
400,Oz,1.9980487804878049,novice,18.751873366607384,OP,02
401,Oz,2.497560975609756,novice,17.539153094936534,OP,02
402,Oz,2.9970731707317073,novice,16.115530465358198,OP,02
403,Oz,3.4965853658536585,novice,14.721086212048377,OP,02
404,Oz,3.9960975609756098,novice,13.567373532746478,OP,02
405,Oz,4.495609756097561,novice,12.68044235760813,OP,02
406,Oz,4.995121951219512,novice,12.103684337655364,OP,02
407,Oz,5.494634146341463,novice,11.858836705670331,OP,02
408,Oz,5.994146341463415,novice,11.923930214073861,OP,02
409,Oz,6.493658536585366,novice,12.799704253256326,OP,02
410,Oz,6.993170731707317,novice,13.951347883517307,OP,02
411,Oz,7.492682926829268,novice,15.586805554044613,OP,02
412,Oz,7.9921951219512195,novice,17.33097696225858,OP,02
413,Oz,8.491707317073171,novice,18.714493467665275,OP,02
414,Oz,8.991219512195123,novice,19.483009897412305,OP,02
415,Oz,9.490731707317073,novice,19.845865767183902,OP,02
416,Oz,9.990243902439024,novice,19.944280983339404,OP,02
417,Oz,10.489756097560976,novice,19.843072731585917,OP,02
418,Oz,10.989268292682926,novice,19.44841179812274,OP,02
419,Oz,11.488780487804878,novice,18.710163277513548,OP,02
420,Oz,11.98829268292683,novice,17.1452165376355,OP,02
421,Oz,12.487804878048781,novice,15.300492251757698,OP,02
422,Oz,12.987317073170733,novice,13.695130094628222,OP,02
423,Oz,13.486829268292682,novice,12.050587543322205,OP,02
424,Oz,13.986341463414634,novice,10.537457852572622,OP,02
425,Oz,14.485853658536586,novice,9.69015628959718,OP,02
426,Oz,14.985365853658536,novice,8.91904795046268,OP,02
427,Oz,15.484878048780487,novice,8.611865139829236,OP,02
428,Oz,15.984390243902439,novice,8.226188121669633,OP,02
429,Oz,16.48390243902439,novice,8.030366007802156,OP,02
430,Oz,16.983414634146342,novice,8.170329266496497,OP,02
431,Oz,17.482926829268294,novice,8.272683061383043,OP,02
432,Oz,17.982439024390246,novice,8.239076506370802,OP,02
433,Oz,18.481951219512194,novice,8.270151580711309,OP,02
434,Oz,18.981463414634145,novice,8.271658059136346,OP,02
435,Oz,19.480975609756097,novice,8.181434791945646,OP,02
436,Oz,19.98048780487805,novice,8.19201796995646,OP,02
437,Oz,20.48,novice,8.114707788669364,OP,02
438,Oz,20.979512195121952,novice,7.980926952051944,OP,02
439,Oz,21.479024390243904,novice,7.859570117943769,OP,02
440,Oz,21.978536585365852,novice,7.833397825678933,OP,02
441,Oz,22.478048780487804,novice,7.64378157538355,OP,02
442,Oz,22.977560975609755,novice,7.584699307746115,OP,02
443,Oz,23.477073170731707,novice,7.352099702752428,OP,02
444,Oz,23.97658536585366,novice,7.309348322396608,OP,02
445,Oz,24.47609756097561,novice,7.248870836502618,OP,02
446,Oz,24.975609756097562,novice,7.204265300869238,OP,02
447,Oz,25.475121951219514,novice,7.098089577065426,OP,02
448,Oz,25.974634146341465,novice,6.939198273075268,OP,02
449,Oz,26.474146341463413,novice,6.827579716137735,OP,02
450,Oz,26.973658536585365,novice,6.814595740995335,OP,02
451,Oz,27.473170731707317,novice,6.896675199960047,OP,02
452,Oz,27.97268292682927,novice,6.794358603651361,OP,02
453,Oz,28.47219512195122,novice,6.66330684833341,OP,02
454,Oz,28.97170731707317,novice,6.630102705793812,OP,02
455,Oz,29.471219512195123,novice,6.593734289937321,OP,02
456,Oz,29.97073170731707,novice,6.695067227399486,OP,02
457,Oz,30.470243902439023,novice,6.683594470595276,OP,02
458,Oz,30.969756097560975,novice,6.5470526034261205,OP,02
459,Oz,31.469268292682926,novice,6.294889264008205,OP,02
